"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","PROLIFIC_PID","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","id","session","researcher","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt"
"285","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.5159999999996217,0.7329999999997199]",NA,NA,NA,NA,NA,"",0,5,5,61,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"286","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","a","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5160000000000764]",NA,NA,NA,NA,NA,"",0,6,6,220,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"287","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","invalid","l","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6720000000000255]",NA,NA,NA,NA,NA,"",0,7,7,69,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"288","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","top","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6149999999997817]",NA,NA,NA,NA,NA,"",0,8,8,83,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"289","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","top","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4630000000001928]",NA,NA,NA,NA,NA,"",0,9,9,27,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"290","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5149999999998727]",NA,NA,NA,NA,NA,"",0,10,10,74,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"291","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","top","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6039999999998145]",NA,NA,NA,NA,NA,"",0,11,11,218,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"292","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","a","bottom","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.5149999999998727,0.6069999999999709]",NA,NA,NA,NA,NA,"",0,12,12,151,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"293","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","l","top","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.6399999999998727,1.0509999999999309]",NA,NA,NA,NA,NA,"",0,13,13,168,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"294","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5459999999998217]",NA,NA,NA,NA,NA,"",0,14,14,158,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"295","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","invalid","l","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.6170000000001892,0.886000000000422]",NA,NA,NA,NA,NA,"",0,15,15,71,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"296","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.56899999999996]",NA,NA,NA,NA,NA,"",0,16,16,205,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"297","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5979999999999563]",NA,NA,NA,NA,NA,"",0,17,17,63,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"298","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","l","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7339999999999236]",NA,NA,NA,NA,NA,"",0,18,18,164,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"299","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6179999999999382]",NA,NA,NA,NA,NA,"",0,19,19,18,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"300","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","bottom","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5670000000000073]",NA,NA,NA,NA,NA,"",0,20,20,94,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"301","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","top","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6179999999999382]",NA,NA,NA,NA,NA,"",0,21,21,49,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"302","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","top","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5480000000002292]",NA,NA,NA,NA,NA,"",0,22,22,73,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"303","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5180000000000291]",NA,NA,NA,NA,NA,"",0,23,23,48,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"304","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7310000000002219]",NA,NA,NA,NA,NA,"",0,24,24,5,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"305","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6159999999999854]",NA,NA,NA,NA,NA,"",0,25,25,79,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"306","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6570000000001528]",NA,NA,NA,NA,NA,"",0,26,26,130,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"307","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","a","top","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[1.0019999999999527]",NA,NA,NA,NA,NA,"",0,27,27,147,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"308","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6179999999999382]",NA,NA,NA,NA,NA,"",0,28,28,112,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"309","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6069999999999709]",NA,NA,NA,NA,NA,"",0,29,29,85,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"310","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","invalid","l","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5350000000003092]",NA,NA,NA,NA,NA,"",0,30,30,141,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"311","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","a","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5060000000003129]",NA,NA,NA,NA,NA,"",0,31,31,188,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"312","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","top","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.8170000000000073]",NA,NA,NA,NA,NA,"",0,32,32,201,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"313","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","a","top","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6539999999999964]",NA,NA,NA,NA,NA,"",0,33,33,163,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"314","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","l","bottom","nil","nonsalient",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5380000000000109]",NA,NA,NA,NA,NA,"",0,34,34,223,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"315","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","bottom","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5470000000000255,0.8550000000000182]",NA,NA,NA,NA,NA,"",0,35,35,54,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"316","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7590000000000146]",NA,NA,NA,NA,NA,"",0,36,36,80,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"317","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.43699999999989814]",NA,NA,NA,NA,NA,"",0,37,37,16,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
